Target,Income,Age,Gender,Score,Tenure
0,319303,87,1,285,10
0,518177,48,1,579,3
0,235836,82,1,256,14
0,373210,59,1,571,14
0,233979,20,1,488,12
0,555688,23,1,298,13
0,262039,62,1,535,20
0,185822,83,1,696,14
0,262923,20,1,726,4
0,241896,40,1,278,13
0,168113,71,1,273,17
0,783359,62,1,785,7
0,759525,39,1,262,14
0,721297,90,1,729,12
0,706685,65,1,325,17
0,426069,80,1,465,3
0,759058,72,1,715,17
0,617344,70,1,305,17
0,620433,43,1,676,6
0,343240,34,1,587,20
0,447856,49,1,229,17
0,404230,52,1,485,6
0,230409,51,1,663,9
0,493847,47,1,557,1
0,458578,49,1,556,18
0,306008,72,1,550,14
0,157906,51,1,316,3
0,666813,40,1,651,12
0,396333,34,1,633,9
0,613345,39,1,509,15
0,123259,52,1,561,4
0,604911,79,1,385,7
0,257452,60,1,735,3
0,540643,38,1,532,9
0,608327,72,1,737,12
0,726816,52,1,682,3
0,619667,51,1,636,16
0,71225,24,1,458,11
0,344115,37,1,403,14
0,453981,87,1,283,5
0,204852,32,1,428,7
0,125904,37,1,356,12
0,559452,87,1,464,5
0,171883,45,1,283,11
0,397628,33,1,451,18
0,539927,25,1,406,12
0,719681,86,1,430,3
0,72081,87,1,634,3
0,256150,54,1,646,6
0,75822,50,1,523,11
0,155544,82,1,732,17
0,642199,90,1,283,3
0,279992,73,1,576,1
0,125732,53,1,367,15
0,203732,75,1,332,16
0,182588,28,1,425,9
0,199322,40,1,590,11
0,112516,37,1,451,14
0,572969,59,1,346,19
0,481158,59,1,420,14
0,742449,76,1,226,16
0,532561,36,1,557,4
0,481732,58,1,236,3
0,608605,30,1,768,15
0,61876,86,1,343,6
0,354721,85,1,484,8
0,169680,67,1,728,5
0,592034,34,1,527,1
0,385886,18,1,235,15
0,386130,18,1,468,5
0,322086,47,1,643,3
0,381880,90,1,604,20
0,201497,80,1,671,11
0,609790,88,1,411,7
0,137148,86,1,731,13
0,303297,70,1,633,4
0,623640,23,1,627,3
0,541328,33,1,339,7
0,244470,48,1,417,10
0,33978,38,1,496,20
0,317752,88,1,270,17
0,171266,72,1,637,9
0,254340,40,1,442,11
0,529310,56,1,588,16
0,117239,67,1,464,13
0,555171,59,1,267,6
0,511255,19,1,616,20
0,178105,19,1,543,16
0,651637,62,1,362,11
0,385424,71,1,650,13
0,791378,39,1,761,8
0,614325,40,1,589,4
0,407716,54,1,352,2
0,148155,54,1,800,8
0,101226,23,1,612,10
0,584802,49,1,442,2
0,138050,33,1,455,13
0,276887,25,1,746,18
0,486331,79,1,795,9
0,505922,80,1,570,12
0,666276,32,1,719,1
0,629139,69,1,509,17
0,648052,55,1,780,5
0,103536,33,1,481,3
0,156620,77,1,346,3
0,248298,71,1,587,1
0,378358,38,1,227,20
0,54619,26,1,226,14
0,650427,47,1,260,6
0,717011,72,1,588,5
0,239861,18,1,625,12
0,355146,40,1,714,19
0,298333,70,1,701,18
0,609451,32,1,300,7
0,795708,84,1,339,19
0,672473,52,1,454,15
0,51888,35,1,641,18
0,517410,67,1,539,7
0,245340,42,1,660,19
0,161776,88,1,771,8
0,399318,49,1,746,18
0,55411,28,1,323,4
0,431495,20,1,785,4
0,584476,25,1,493,13
0,538601,28,1,720,15
0,402196,70,1,534,19
0,284072,48,1,667,8
0,769636,19,1,603,15
0,724812,61,1,389,13
0,724869,57,1,682,17
0,397655,53,1,486,13
0,30115,22,1,212,12
0,720200,60,1,273,7
0,383832,56,1,572,20
0,671711,80,1,305,19
0,604100,71,1,610,7
0,493458,73,1,464,12
0,681736,61,1,263,1
0,435751,55,1,559,16
0,89329,88,1,791,16
0,68052,61,1,532,15
0,738456,53,1,483,4
0,304388,41,1,789,15
0,540421,37,1,346,4
0,666597,51,1,418,19
0,193748,67,1,683,5
0,344273,56,1,799,12
0,791460,80,1,573,18
0,697007,38,1,331,7
0,362648,35,1,383,13
0,700610,55,1,683,3
0,419640,86,1,544,8
0,425724,60,1,223,8
0,348461,90,1,766,7
0,304982,64,1,787,16
0,517073,19,1,226,11
0,782668,77,1,410,12
0,763252,69,1,504,6
0,563077,35,1,222,18
0,378175,44,1,752,2
0,560683,34,1,622,1
0,559588,40,1,767,3
0,179984,71,1,327,2
0,86114,54,1,582,7
0,70281,28,1,454,7
0,693218,26,1,301,10
0,73652,54,1,502,18
0,125667,20,1,605,8
0,364067,65,1,758,11
0,524500,45,1,629,19
0,705050,35,1,534,9
0,352803,20,1,429,16
0,285028,70,1,443,15
0,727233,53,1,599,13
0,306364,29,1,719,4
0,389402,30,1,799,20
0,515035,54,1,577,8
0,161725,58,1,595,4
0,215561,50,1,619,6
0,718518,22,1,693,9
0,569271,26,1,279,3
0,669506,51,1,551,12
0,247943,88,1,746,3
0,428552,83,1,589,14
0,224940,19,1,216,9
0,631615,40,1,230,8
0,719470,58,1,548,8
0,638943,85,1,251,17
0,267042,90,1,557,8
0,316443,26,1,647,11
0,181034,49,1,487,12
0,109090,48,1,450,13
0,237844,37,1,669,1
0,123253,19,1,470,7
0,68743,34,1,796,18
0,750635,36,1,247,5
0,316612,48,1,611,2
0,419826,19,1,402,20
0,410549,29,1,529,3
0,724569,71,1,254,17
0,113925,40,1,223,8
0,69670,68,1,619,14
0,129132,58,1,536,8
0,256541,65,1,693,2
0,711200,75,1,354,15
0,386422,33,1,423,8
0,102478,37,1,444,20
0,207319,18,1,222,2
0,207121,90,1,725,13
0,223435,24,1,790,4
0,36614,25,1,212,12
0,664035,48,1,628,12
0,636579,67,1,593,12
0,545524,70,1,447,14
0,483437,78,1,667,5
0,220383,69,1,555,3
0,168397,75,1,463,15
0,664509,40,1,302,7
0,566353,44,1,669,11
0,763756,41,1,788,7
0,728503,56,1,657,10
0,795170,66,1,420,4
0,719993,59,1,417,6
0,597013,61,1,614,2
0,505380,32,1,465,11
0,788054,39,1,282,13
0,69075,20,1,314,8
0,329597,61,1,232,3
0,436761,58,1,741,19
0,619193,65,1,606,13
0,417132,39,1,539,19
0,444199,43,1,324,9
0,426953,90,1,705,5
0,257988,61,1,319,11
0,677938,37,1,719,16
0,737167,44,1,333,1
0,375442,71,1,399,14
0,631253,47,1,600,10
0,150161,87,1,512,17
0,411100,26,1,763,10
0,653365,22,1,794,7
0,406341,82,1,285,7
0,275517,46,1,415,7
0,40310,22,1,263,15
0,60219,74,1,305,12
0,584341,34,1,576,4
0,763163,43,1,775,19
0,600388,23,1,712,13
0,99375,86,1,276,14
0,553155,46,1,207,1
0,267550,39,1,491,14
0,38182,81,1,237,6
0,225962,55,1,244,13
0,721408,77,1,741,19
0,508799,27,1,394,3
0,289205,29,1,393,17
0,289216,33,1,318,4
0,194769,32,1,612,13
0,627197,74,1,533,11
0,404018,51,1,642,11
0,380289,65,1,536,6
0,320619,55,1,439,17
0,795818,68,1,799,11
0,353595,34,1,638,2
0,730681,65,1,247,14
0,748312,65,1,755,13
0,99111,80,1,431,11
0,771447,21,1,242,14
0,772921,65,1,694,15
0,676171,74,1,428,15
0,200868,67,1,211,8
0,613821,64,1,255,14
0,81960,22,1,389,1
0,753633,88,1,387,5
0,663926,74,1,246,9
0,787543,29,1,357,9
0,765521,41,1,762,3
0,138488,24,1,701,14
0,253950,84,1,539,10
0,537067,23,1,493,14
0,623629,57,1,796,3
0,92893,79,1,469,10
0,759166,53,1,726,19
0,263142,20,1,296,16
0,144053,84,1,255,8
0,380586,45,1,799,13
0,400461,22,1,716,6
0,548039,72,1,313,14
0,441432,44,1,446,8
0,541561,88,1,223,4
0,268777,77,1,478,3
0,113059,66,1,735,1
0,46949,46,1,233,18
0,617394,62,1,470,5
0,461139,60,1,731,4
0,477747,42,1,474,12
0,486314,41,1,263,2
0,495626,20,1,599,12
0,109644,77,1,202,2
0,516007,24,1,438,11
0,186792,68,1,283,3
0,241604,73,1,473,14
0,253711,72,1,694,19
0,488767,43,1,680,3
0,47798,84,1,637,4
0,682352,56,1,701,1
0,764537,34,1,737,15
0,188389,89,1,494,16
0,378492,60,1,614,6
0,407208,60,1,583,9
0,216974,53,1,740,20
0,591686,82,1,424,1
0,725274,24,1,676,17
0,619385,90,1,789,4
0,333140,55,1,470,2
0,598464,18,1,631,16
0,66139,42,1,489,2
0,614543,67,1,371,6
0,306313,46,1,434,5
0,648604,26,1,799,6
0,664229,87,1,532,1
0,341848,36,1,480,19
0,201088,26,1,639,15
0,322262,26,1,427,15
0,92425,65,1,302,2
0,552031,76,1,343,3
0,219315,42,1,210,14
0,585038,41,1,476,11
0,780024,77,1,730,2
0,349232,51,1,632,16
0,680675,80,1,528,15
0,203251,68,1,689,6
0,583587,76,1,616,15
0,369129,60,1,657,18
0,644144,80,1,384,16
0,645911,47,1,313,10
0,311580,64,1,411,10
0,236732,51,1,475,9
0,388953,90,1,273,1
0,689907,25,1,686,19
0,348107,40,1,247,19
0,69979,74,1,348,10
0,434649,43,1,441,9
0,347126,83,1,743,3
0,795605,51,1,280,12
0,231541,79,1,699,3
0,300840,73,1,359,12
0,111090,73,1,604,17
0,448858,78,1,658,12
0,702912,27,1,298,4
0,102099,23,1,220,20
0,138636,23,1,465,12
0,430726,65,1,511,11
0,31712,56,1,722,6
0,110913,37,1,455,7
0,172994,20,1,413,17
0,175999,46,1,664,19
0,225223,45,1,437,9
0,780894,19,1,260,13
0,490448,40,1,270,3
0,197082,30,1,532,1
0,136005,53,1,267,7
0,224791,55,1,726,9
0,616500,48,1,414,3
0,622006,70,1,475,1
0,408092,58,1,438,11
0,699471,68,1,307,10
0,511287,77,1,345,4
0,697847,75,1,684,9
0,266960,49,1,219,9
0,103093,53,1,222,6
0,702356,86,1,475,6
0,268849,26,1,307,11
0,425380,86,1,438,9
0,62839,67,1,359,4
0,435335,77,1,300,3
0,758198,55,1,442,11
0,322935,41,1,671,19
0,250642,54,1,493,3
0,174042,70,1,386,7
0,420325,89,1,532,2
0,283235,83,1,708,20
0,385408,22,1,389,7
0,616143,82,1,313,3
0,83342,62,1,289,12
0,91439,69,1,747,9
0,58804,90,1,527,14
0,697567,29,1,601,1
0,618588,48,1,666,6
0,94279,24,1,634,1
0,710566,46,1,592,11
0,582801,51,1,732,4
0,679362,80,1,468,20
0,307050,21,1,470,11
0,655728,70,1,431,6
0,333421,41,1,331,7
0,419140,55,1,300,13
0,581839,25,1,204,9
0,260158,53,1,373,16
0,398563,75,1,575,16
0,198375,66,1,636,19
0,285819,62,1,581,14
0,298215,30,1,662,4
0,244492,22,1,776,17
0,119914,67,1,462,8
0,419527,18,1,489,7
0,757307,68,1,765,15
0,148952,60,1,598,1
0,226440,41,1,569,18
0,78412,63,1,541,13
0,380326,69,1,463,5
0,123624,68,1,514,9
0,798017,19,1,537,11
0,731361,54,1,713,18
0,333443,33,1,389,20
0,791559,85,1,656,3
0,285286,57,1,749,20
0,641562,31,1,631,13
0,207212,60,1,716,4
0,249183,71,1,248,10
0,489051,22,1,304,17
0,401258,43,1,742,8
0,331547,78,1,734,4
0,580151,44,1,554,17
0,393206,79,1,489,20
0,107768,27,1,774,6
0,258270,25,1,633,6
0,647665,84,1,460,15
0,231633,39,1,243,8
0,574636,55,1,631,19
0,278780,39,1,613,9
0,631317,38,1,515,18
0,605033,70,1,469,10
0,241895,22,1,581,16
0,323805,22,1,751,16
0,625240,89,1,310,15
0,345428,27,1,566,16
0,688723,49,1,450,11
0,214846,77,1,319,13
0,524233,79,1,756,15
0,402801,47,1,567,17
0,363864,87,1,506,14
0,383267,41,1,460,8
0,175944,32,1,311,15
0,777420,44,1,376,7
0,61849,43,1,674,3
0,172773,28,1,223,14
0,704764,53,1,431,8
0,569440,33,1,744,9
0,598858,68,1,751,3
0,454744,59,1,386,16
0,123269,58,1,603,10
0,548532,25,1,668,18
0,766912,37,1,794,17
0,97788,74,1,363,1
0,705258,76,1,722,5
0,297252,52,1,655,20
0,308591,77,1,455,4
0,219402,87,1,226,5
0,377337,64,1,548,19
0,47215,54,1,669,9
0,629353,62,1,631,10
0,588179,21,1,458,8
0,635203,54,1,763,5
0,471220,52,1,478,18
0,425596,38,1,233,20
0,181448,90,1,400,12
0,352098,82,1,372,3
0,78888,70,1,453,6
0,390000,62,1,736,16
0,648968,77,1,275,15
0,631209,90,1,562,19
0,184782,64,1,288,20
0,597407,59,1,400,5
0,187877,28,1,649,19
0,775571,64,1,522,13
0,626676,89,1,341,8
0,704324,56,1,562,19
0,530023,35,1,373,18
0,282804,54,1,642,11
0,558570,26,1,342,9
0,724719,75,1,792,13
0,715872,82,1,214,15
0,713250,73,1,370,2
0,100060,65,1,395,4
0,244642,26,1,302,12
0,691921,66,1,308,14
0,275026,26,1,325,16
0,498088,68,1,315,2
0,220275,36,1,386,9
0,786613,68,1,790,8
0,234905,54,1,552,13
0,149459,37,1,666,1
0,196521,65,1,628,5
0,366946,78,1,428,6
0,428249,41,1,792,3
0,294114,53,1,642,18
0,220355,78,1,425,7
0,541888,67,1,731,11
0,333090,87,1,278,18
0,438093,41,1,658,17
0,654118,82,1,485,10
0,700168,48,1,448,18
0,669661,45,1,278,4
0,402260,82,1,647,2
0,130603,22,1,716,18
0,449025,25,1,214,18
0,784962,50,1,490,20
0,73644,25,1,306,14
0,247228,66,1,710,6
0,764116,79,1,561,19
0,799586,41,1,230,17
0,446142,47,1,780,13
0,295114,50,1,574,2
0,107400,63,1,713,9
0,299451,85,1,557,9
0,142546,88,1,553,4
0,694614,35,1,654,15
0,262157,46,1,495,14
0,433056,48,1,398,20
0,650113,56,1,738,1
0,440809,29,1,515,12
0,625981,89,1,323,10
0,695771,46,1,582,6
0,772210,88,1,425,16
0,110084,62,1,591,6
0,657481,20,1,711,19
0,334342,25,1,555,3
0,624611,46,1,627,15
0,533970,57,1,763,16
0,246231,74,1,635,8
0,124574,49,1,651,11
0,462632,47,1,308,14
0,791935,25,1,782,8
0,457933,54,1,570,1
0,708912,71,1,372,5
0,245651,75,1,453,18
0,104810,58,1,379,12
0,613261,22,1,276,9
0,721933,58,1,505,20
0,527519,59,1,666,13
0,585365,55,1,506,7
0,69526,84,1,411,3
0,142882,78,1,547,5
0,49649,85,1,490,2
0,114840,21,1,214,17
0,298742,47,1,237,3
0,80001,28,1,331,19
0,420192,33,1,636,6
0,699246,55,1,635,20
0,264515,45,1,323,1
0,406865,47,1,329,14
0,612440,51,1,558,14
0,135524,57,1,733,5
0,416822,69,1,242,2
0,317963,28,1,273,20
0,732908,73,1,514,13
0,75068,35,1,732,14
0,353919,37,1,774,3
0,108512,54,1,429,14
0,774555,23,1,744,8
0,581399,37,1,327,7
0,287917,80,1,741,19
0,312921,20,1,516,14
0,574683,21,1,620,17
0,603294,18,1,510,5
0,663529,37,1,211,4
0,156204,33,1,621,10
0,563544,21,1,776,11
0,253681,45,1,511,15
0,199792,19,1,482,13
0,480881,77,1,750,8
0,309252,84,1,310,20
0,390591,42,1,500,4
0,442008,37,1,604,17
0,674519,65,1,323,5
0,634380,49,1,209,15
0,460613,74,1,468,16
0,721411,87,1,767,7
0,254216,81,1,391,12
0,729345,70,1,269,1
0,573611,28,1,549,20
0,52400,87,1,484,14
0,770149,84,1,675,13
0,385564,72,1,619,9
0,402572,40,1,446,15
0,144653,23,1,402,2
0,558122,40,1,736,10
0,364129,38,1,561,19
0,652513,46,1,323,15
0,698072,44,1,628,14
0,517149,56,1,520,10
0,584700,40,1,619,13
0,324507,83,1,585,9
0,467128,83,1,788,14
0,321287,72,1,734,14
0,402908,25,1,772,9
0,256016,46,1,410,6
0,492443,54,1,517,13
0,31524,34,1,450,20
0,76524,25,1,454,18
0,777545,88,1,388,2
0,337428,56,1,777,18
0,744542,77,1,799,9
0,55938,25,1,753,6
0,750480,59,1,630,17
0,223544,64,1,331,20
0,397447,56,1,371,17
0,713168,49,1,442,5
0,362398,83,1,537,2
0,550027,61,1,472,8
0,117345,77,1,387,20
0,350712,64,1,207,18
0,739837,88,1,505,11
0,759809,53,1,706,2
0,199731,83,1,625,11
0,75970,64,1,458,11
0,373505,63,1,448,11
0,335371,84,1,447,19
0,573531,38,1,665,19
0,87884,36,1,542,15
0,394651,90,1,550,14
0,372623,57,1,506,2
0,272332,18,1,208,3
0,785673,47,1,364,1
0,74989,78,1,705,15
0,320786,83,1,581,8
0,78361,25,1,783,10
0,109848,81,1,352,12
0,652453,41,1,673,14
0,341056,76,1,361,3
0,650510,50,1,674,14
0,278749,58,1,779,17
0,341246,48,1,402,14
0,396623,82,1,303,14
0,792953,62,1,300,18
0,584678,63,1,282,9
0,643169,56,1,480,16
0,674867,88,1,625,10
0,777651,36,1,286,12
0,577328,52,1,477,1
0,38191,44,1,266,17
0,741652,57,1,502,16
0,115591,44,1,475,11
0,531103,85,1,691,17
0,573150,80,1,523,1
0,49299,55,1,609,9
0,171594,76,1,704,7
0,612900,49,1,591,6
0,762789,70,1,660,9
0,312520,90,1,688,11
0,642004,49,1,425,8
0,348128,83,1,524,18
0,241981,33,1,244,14
0,450288,26,1,414,2
0,183363,52,1,696,18
0,396211,43,1,727,11
0,648488,64,1,465,7
0,649005,26,1,347,17
0,562221,87,1,609,3
0,768073,90,1,278,9
0,405681,47,1,798,8
0,60909,23,1,440,2
0,87273,32,1,683,3
0,611137,49,1,536,13
0,316919,27,1,704,7
0,683024,41,1,716,1
0,199502,35,1,524,17
0,214486,26,1,721,6
0,376495,62,1,477,14
0,97599,64,1,714,10
0,547544,23,1,283,10
0,213223,37,1,404,12
0,481139,72,1,506,10
0,425189,80,1,775,17
0,522121,65,1,220,12
0,349820,83,1,733,10
0,113505,44,1,791,5
0,579287,22,1,369,4
0,59772,45,1,465,8
0,275493,83,1,554,1
0,486970,37,1,329,3
0,726125,50,1,438,13
0,342285,65,1,760,18
0,359275,87,1,632,20
0,594176,40,1,586,18
0,542796,33,1,386,20
0,498930,45,1,526,4
0,142760,46,1,441,1
0,560487,39,1,427,3
0,133838,78,1,216,5
0,513537,39,1,411,14
0,652573,52,1,641,10
0,181255,24,1,715,10
0,300649,63,1,699,17
0,333931,83,1,594,20
0,379760,90,1,531,11
0,413224,49,1,232,10
0,204894,35,1,789,12
0,214604,25,1,585,11
0,644238,25,1,346,1
0,759789,84,1,763,6
0,307317,90,1,628,15
0,746073,73,1,473,17
0,87111,90,1,367,14
0,329795,68,1,696,6
0,195250,21,1,698,15
0,499292,20,1,771,4
0,471922,83,1,644,13
0,117708,69,1,332,18
0,469453,64,1,562,1
0,387085,55,1,504,19
0,151279,65,1,605,15
0,783388,36,1,734,6
0,136038,79,1,474,14
0,584224,41,1,739,2
0,81036,71,1,597,9
0,689702,45,1,751,15
0,719556,21,1,343,19
0,718702,31,1,493,19
0,300517,60,1,580,12
0,431782,46,1,404,3
0,185509,67,1,758,8
0,254813,79,1,723,5
0,657577,27,1,782,20
0,511966,33,1,628,15
0,636461,18,1,459,7
0,691388,57,1,280,1
0,682173,47,1,599,9
0,380587,85,1,797,20
0,714469,23,1,559,15
0,298711,82,1,519,6
0,583021,53,1,529,14
0,385597,34,1,421,3
0,367868,67,1,290,18
0,541970,30,1,617,8
0,603778,76,1,466,20
0,287312,36,1,212,9
0,280287,89,1,588,20
0,380858,48,1,706,1
0,454242,77,1,381,8
0,559791,18,1,305,2
0,567271,18,1,309,4
0,509834,76,1,245,8
0,711546,32,1,491,19
0,717620,90,1,477,13
0,470971,45,1,703,15
0,244923,75,1,441,16
0,328031,87,1,437,11
0,238213,50,1,691,1
0,95579,44,1,771,18
0,692611,85,1,540,13
0,65956,38,1,595,17
0,503601,39,1,580,7
0,623890,75,1,776,1
0,764747,74,1,500,16
0,574661,37,1,722,10
0,187487,39,1,485,18
0,541247,87,1,456,8
0,331772,36,1,414,3
0,47830,56,1,338,7
0,727925,69,1,532,3
0,207718,51,1,333,8
0,739758,81,1,660,7
0,186637,81,1,330,11
0,648302,69,1,200,5
0,744813,52,1,493,15
0,743714,33,1,391,2
0,418637,52,1,202,11
0,223882,81,1,454,2
0,391205,51,1,559,3
0,515387,47,1,266,20
0,84000,81,1,632,14
0,135393,47,1,232,11
0,347946,70,1,608,4
0,220019,22,1,501,16
0,239335,57,1,314,16
0,774013,31,1,492,8
0,290862,90,1,623,17
0,672842,71,1,425,15
0,439235,82,1,698,20
0,605582,46,1,519,15
0,182637,90,1,205,1
0,664676,67,1,610,4
0,30742,81,1,200,19
0,688548,73,1,553,8
0,506235,81,1,406,5
0,109114,79,1,279,11
0,661718,43,1,778,10
0,103335,90,1,762,6
0,47412,56,1,246,7
0,203683,69,1,329,15
0,74878,80,1,422,15
0,56665,54,1,383,4
0,586062,42,1,628,8
0,159056,19,1,624,5
0,569859,18,1,495,10
0,233918,22,1,230,17
0,298788,46,1,661,4
0,129289,85,1,614,9
0,732859,37,1,704,19
0,229535,77,1,704,20
0,135821,63,1,245,3
0,61045,83,1,635,14
0,296471,86,1,253,12
0,582031,24,1,393,19
0,690535,43,1,776,9
0,765454,38,1,762,16
0,243003,55,1,474,18
0,686053,25,1,497,11
0,750699,27,1,347,10
0,130616,68,1,384,2
0,306855,51,1,531,11
0,245830,88,1,241,5
0,602189,51,1,709,10
0,219763,43,1,455,15
0,613006,85,1,209,4
0,624258,77,1,414,20
0,706474,88,1,553,19
0,346064,71,1,310,8
0,335552,58,1,517,6
0,672088,48,1,653,13
0,597048,62,1,562,15
0,432818,69,1,366,8
0,186117,52,1,297,18
0,531038,23,1,407,7
0,722912,81,1,327,14
0,711753,51,1,360,18
0,722260,32,1,402,1
0,32703,87,1,573,20
0,657492,24,1,428,3
0,564032,35,1,613,13
0,494671,33,1,782,18
0,182438,90,1,280,10
0,613885,28,1,693,10
0,686590,77,1,203,16
0,646972,32,1,304,8
0,347198,19,1,482,6
0,638664,57,1,572,7
0,502223,75,1,468,10
0,259267,49,1,613,10
0,182884,63,1,621,10
0,666182,66,1,377,15
0,288080,20,1,234,9
0,178673,51,1,468,1
0,718620,73,1,348,7
0,656648,39,1,450,11
0,402103,34,1,465,14
0,37057,35,1,654,8
0,472249,51,1,542,4
0,582087,42,1,393,7
0,242758,82,1,415,11
0,381668,78,1,499,1
0,174517,29,1,438,13
0,653841,22,1,400,7
0,580351,52,1,451,2
0,395173,43,1,365,3
0,646420,80,1,747,12
0,756797,55,1,772,19
0,267654,65,1,491,14
0,434762,53,1,380,15
0,346618,75,1,602,8
0,798771,32,1,222,16
0,157308,22,1,447,18
0,469234,60,1,522,16
0,232189,61,1,619,1
0,37387,24,1,335,9
0,401778,61,1,619,8
0,786752,45,1,523,9
0,81021,58,1,424,17
0,121202,43,1,482,1
0,76888,39,1,277,8
0,106519,72,1,480,11
0,542553,19,1,438,4
0,313202,82,1,420,18
0,489439,46,1,649,11
0,766988,57,1,724,19
0,644815,82,1,635,14
0,431513,40,1,789,13
0,56549,48,1,647,4
0,129909,54,1,417,13
0,217845,72,1,690,6
0,483932,31,1,304,17
0,655853,49,1,435,3
0,318205,20,1,291,18
0,696792,48,1,218,10
0,653340,69,1,547,9
0,524876,90,1,410,6
0,127216,26,1,660,8
0,328408,66,1,497,20
0,623479,38,1,785,16
0,293768,76,1,484,7
0,583878,61,1,253,15
0,52270,21,1,242,2
0,48488,48,1,686,4
0,279603,36,1,212,10
0,556685,75,1,403,13
0,793693,37,1,293,16
0,401478,76,1,495,19
0,114894,82,1,513,13
0,143586,72,1,758,19
0,698283,35,1,576,8
0,448278,54,1,657,18
0,679755,71,1,697,13
0,721527,27,1,644,16
0,291381,24,1,765,3
0,215238,40,1,405,15
0,234967,88,1,623,12
0,64472,68,1,265,3
0,730088,47,1,422,12
0,266421,85,1,581,1
0,136352,44,1,741,15
0,597979,26,1,445,11
0,659837,35,1,226,11
0,647810,25,1,707,19
0,701762,71,1,776,7
0,470372,51,1,406,14
0,511093,48,1,259,6
0,423976,33,1,294,5
0,207720,71,1,280,4
0,266391,23,1,628,20
0,600309,31,1,647,8
0,35865,54,1,319,19
0,729033,25,1,582,9
0,72661,86,1,235,17
0,249028,69,1,314,6
0,187089,75,1,492,16
0,306331,28,1,588,18
0,436437,81,1,308,7
0,159940,37,1,728,7
0,580260,19,1,649,16
0,235162,68,1,597,6
0,321270,42,1,322,14
0,117162,73,1,698,11
0,726539,34,1,764,5
0,202302,68,1,348,7
0,429458,90,1,545,20
0,712953,90,1,752,4
0,642568,77,1,402,8
0,172308,70,1,480,4
0,695976,79,1,380,1
0,329436,72,1,624,3
0,305217,75,1,280,13
0,727204,78,1,207,16
0,294834,85,1,634,16
0,767728,41,1,723,5
0,38882,27,1,255,11
0,364621,68,1,246,17
0,435348,84,1,223,19
0,116574,25,1,333,13
0,631497,59,1,775,13
0,347601,39,1,384,12
0,754949,59,1,415,2
0,587511,63,1,404,9
0,156253,80,1,398,15
0,211750,39,1,704,4
0,230642,89,1,690,11
0,43386,30,1,258,15
0,146522,73,1,566,13
0,312179,27,1,308,3
0,586988,52,1,778,1
0,293811,25,1,348,10
0,62320,49,1,652,13
0,112205,38,1,362,3
0,100104,83,1,350,8
0,432721,47,1,622,4
0,711956,69,1,492,10
0,450377,42,1,788,10
0,672240,64,1,219,15
0,446995,90,1,216,10
0,328424,80,1,670,11
0,639135,44,1,465,13
0,340462,35,1,647,9
0,34279,53,1,422,18
0,647171,68,1,582,17
0,413107,84,1,759,20
0,791469,63,1,351,16
0,601531,35,1,733,7
0,215380,74,1,447,10
0,599671,80,1,229,17
0,392421,87,1,512,7
0,666436,59,1,598,4
0,542331,83,1,484,13
0,591870,58,1,753,2
0,452936,49,1,209,11
0,498985,40,1,393,13
0,392498,70,1,598,5
0,241869,33,1,381,20
0,321033,83,1,318,16
0,514048,45,1,666,16
0,433483,60,1,624,15
0,215247,90,1,565,13
0,413759,56,1,590,18
0,721390,42,1,344,13
0,283677,45,1,666,5
0,342263,33,1,792,3
0,418340,19,1,523,20
0,635158,27,1,660,4
0,111437,85,1,423,13
0,421147,43,1,612,1
0,116047,38,1,478,19
0,32317,24,1,237,4
0,360868,36,1,214,3
0,498044,34,1,271,3
0,292447,61,1,623,14
0,200293,18,1,629,19
0,280006,21,1,695,14
0,221096,32,1,262,20
0,755141,87,1,287,17
0,564154,27,1,366,16
0,206639,79,1,520,15
0,138652,50,1,639,4
0,417617,38,1,371,12
0,451068,76,1,666,20
0,222884,79,1,245,14
0,488033,29,1,746,11
0,323132,20,1,544,15
0,535445,83,1,764,1
0,681059,40,1,678,12
0,496165,68,1,720,19
0,577796,66,1,604,4
0,293509,30,1,429,4
0,35731,23,1,584,15
0,387851,47,1,760,19
0,464038,79,1,450,8
0,272590,20,1,544,19
0,628904,42,1,253,16
0,623372,33,1,443,4
0,737562,35,1,431,11
0,496681,60,1,751,1
0,594538,19,1,500,7
0,691372,65,1,223,1
0,582239,90,1,253,20
0,577889,35,1,352,8
0,727847,21,1,497,6
0,420728,82,1,609,15
0,653268,76,1,602,15
0,198121,80,1,737,6
0,609935,82,1,423,5
0,161246,23,1,410,11
0,777847,45,1,696,10
0,123045,67,1,594,1
0,327377,59,1,470,12
0,345517,59,1,692,18
0,599929,75,1,771,7
0,175480,26,1,632,5
0,470701,70,1,731,6
0,712035,45,1,664,3
0,335803,80,1,552,18
0,262132,67,1,645,3
0,594654,34,1,261,1
0,687715,86,1,208,6
0,91862,21,1,222,15
0,776918,62,1,459,1
0,453021,34,1,375,15
0,573338,28,1,526,9
0,129686,87,1,703,16
0,757658,43,1,669,5
0,264394,32,1,654,18
0,213964,47,1,368,10
0,59626,82,1,242,12
0,107850,51,1,272,7
0,497821,18,1,446,1
0,763713,43,1,334,5
0,473148,27,1,353,12
0,65199,23,1,510,19
0,388999,20,1,308,11
0,64107,83,1,790,8
0,527313,61,1,774,10
0,546091,74,1,256,8
0,30354,29,1,549,5
0,73574,57,1,487,16
0,735451,26,1,317,6
0,313268,90,1,562,5
0,766767,58,1,261,6
